id,uuid,runnummer,boomhoogte,opkroonhoogte,kroondiameter,kroonoppervlak,stamdiameter,boomsoort,runnummer_attrs,bron_stam_positie,uid_gemeente
"6286",19e48d19-e7bc-41d9-a32d-8d395e4a7088,"156",39.1603939181127,9.02227681403198,5.38791022913467,22.7997761750734,"64",Acer campestre,"156",gem,"522316"
"6287",ae3b2f87-ecf3-4b6c-bd5e-236e92f016a3,"156",11.5985413972648,3.64771557246663,9.82078894558317,75.75,"39",Corylus colurna,"156",lufo,"525936"
"6288",b1e1319d-6427-4a9d-a11f-55fca81e02ab,"156",10.2838024100617,3.39134146996203,5.68405255496945,25.375,"22",,"156",lufo,
"6289",57dfb8fb-9a7d-4f7d-bfa6-0459e060046a,"156",39.2623414282391,9.04215657850663,7.60609606479331,45.4374022438156,"84",Carpinus betulus,"156",gem,"522321"
"6290",c4d1682d-4d82-4331-9593-578cca3b5b74,"156",36.3827836251319,8.48064280690072,9.35512630136204,68.736781288583,"94",Fagus sylvatica,"156",gem,"530930"
"6291",d846e2da-c738-4954-a5cf-bbbf3d7a5f97,"156",20.7086261198181,5.42418209336452,14.1947228910726,158.25,"83",Aesculus hippocastanum,"156",lufo,"525818"
"6292",b1757f86-5a03-4be6-815f-1ae086015a5f,"156",28.5858266217159,6.96023619123461,11.9149573745763,111.5,"94",Aesculus hippocastanum,"156",lufo,"524795"
"6293",54a4b405-4744-4306-adc9-4392148c076b,"156",10.1179402074566,3.35899834045403,7.69452005197108,46.5,"28",Corylus colurna,"156",lufo,"525937"
"6294",c8779c93-7b2b-453e-9062-565820cd9e91,"156",21.4426053311943,5.56730803958288,6.29770528719171,31.1497487242843,"44",Acer campestre,"156",gem,"518882"
"6295",895f7a9d-2b8e-48f3-86d3-662087344bbd,"156",3,1.971,1.97433062925127,3.06146745890656,"4",Corylus colurna,"156",gem,"529494"
